StockCode,product_clusters,tsne_1,tsne_2,median_unit_price,mode_description
23137,4,15.901897,-61.459255,3.52,ZINC WIRE SWEETHEART LETTER TRAY
23138,4,-0.4047669,-50.708393,1.45,SINGLE WIRE HOOK IVORY HEART
23139,4,0.2554641,-48.75612,1.35,SINGLE WIRE HOOK PINK HEART
23140,4,-0.40462497,-50.708897,4.140000000000001,TRIPLE WIRE HOOK IVORY HEART
23141,4,0.2513986,-48.729393,4.140000000000001,TRIPLE WIRE HOOK PINK HEART
23142,1,-26.580118,12.949481,10.4,IVORY WIRE KITCHEN ORGANISER
23143,4,-13.598528,2.9831812,10.4,ZINC WIRE KITCHEN ORGANISER
23144,4,-7.2650576,28.082542,0.83,ZINC T-LIGHT HOLDER STARS SMALL
23145,4,-7.2504044,28.086086,0.95,ZINC T-LIGHT HOLDER STAR LARGE
23146,1,-30.287994,17.843027,3.29,TRIPLE HOOK ANTIQUE IVORY ROSE
23147,1,-30.288198,17.843077,1.45,SINGLE ANTIQUE ROSE HOOK IVORY
23148,1,-30.28832,17.843164,0.85,MINIATURE ANTIQUE ROSE HOOK IVORY
23149,1,-26.48231,19.737276,3.725,ANTIQUE IVORY WIRE BOWL SMALL
23150,1,-26.503855,13.046417,3.725,IVORY SWEETHEART SOAP DISH
23151,4,-13.575103,2.9912198,2.49,ZINC SWEETHEART SOAP DISH
23152,1,-8.078186,-9.101318,3.75,IVORY SWEETHEART WIRE LETTER RACK 
23153,4,-13.486938,1.5219212,3.75,ZINC SWEETHEART WIRE LETTER RACK
23154,1,-39.571518,13.794165,2.95,SET OF 4 JAM JAR MAGNETS
23155,1,20.564894,-25.963377,1.105,KNICKERBOCKERGLORY MAGNET ASSORTED 
23156,1,19.445747,38.640762,2.08,SET OF 5 MINI GROCERY MAGNETS
23157,1,22.451305,22.696291,2.08,SET OF 6 NATIVITY MAGNETS 
23158,1,22.296347,22.49496,2.08,SET OF 5 LUCKY CAT MAGNETS 
23159,1,22.169764,22.332718,2.08,SET OF 5 PANCAKE DAY MAGNETS
23160,1,40.824852,-11.909555,1.25,REGENCY TEA SPOON
23161,1,15.571966,9.558501,1.25,REGENCY CAKE FORK
23162,1,40.98298,-11.717575,3.75,REGENCY TEA STRAINER
23163,1,-7.981443,-26.65733,2.49,REGENCY SUGAR TONGS
23164,1,15.556846,9.518239,4.95,REGENCY CAKE SLICE
23165,1,-37.70645,12.770402,1.65,LARGE CERAMIC TOP STORAGE JAR
23166,1,-37.749344,12.77666,1.25,MEDIUM CERAMIC TOP STORAGE JAR
23167,1,-37.709385,12.768601,0.83,SMALL CERAMIC TOP STORAGE JAR 
23168,1,9.528977,-21.492943,1.25,CLASSIC CAFE SUGAR DISPENSER
23169,1,-40.77647,14.20677,4.15,CLASSIC GLASS COOKIE JAR
23170,1,32.837193,1.667458,1.65,REGENCY TEA PLATE ROSES 
23171,1,32.82659,1.6299925,1.65,REGENCY TEA PLATE GREEN 
23172,1,32.82659,1.6300412,1.65,REGENCY TEA PLATE PINK
23173,1,11.258429,51.322666,9.05,REGENCY TEAPOT ROSES 
23174,1,21.817827,-3.4254875,4.15,REGENCY SUGAR BOWL GREEN
23175,1,-18.521893,-5.7908835,3.25,REGENCY MILK JUG PINK 
23176,1,11.521272,30.973492,3.415,ABC TREASURE BOOK BOX 
23177,1,11.495326,30.944304,3.415,TREASURE ISLAND BOOK BOX
23178,1,-75.32547,-4.750151,2.6900000000000004,JAM CLOCK MAGNET
23179,1,-75.32547,-4.750151,2.6900000000000004,CLOCK MAGNET MUM'S KITCHEN
23180,1,-74.67767,-5.213938,7.455,MUM'S KITCHEN CLOCK
23181,1,-78.59917,-6.34941,8.25,BULL DOG BOTTLE TOP WALL CLOCK
23182,1,-26.96377,-51.676273,1.95,TOILET SIGN OCCUPIED OR VACANT
23183,1,-13.299636,-9.136802,3.75,MOTHER'S KITCHEN SPOON REST 
23184,1,17.268993,-33.382156,7.455,BULL DOG BOTTLE OPENER
23185,1,-40.790737,11.467214,0.29,FRENCH STYLE STORAGE JAR JAM
23186,1,-40.78995,11.4693365,0.665,FRENCH STYLE STORAGE JAR CAFE 
23187,1,-40.790737,11.467214,0.29,FRENCH STYLE STORAGE JAR BONBONS
23188,1,15.269206,17.253178,2.4699999999999998,VINTAGE  2 METER FOLDING RULER
23189,1,-3.5015352,49.668167,2.89,SET OF 12 FORK CANDLES
23190,1,3.9862974,-31.472946,1.65,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  
23191,1,4.532873,-32.004128,1.65,BUNDLE OF 3 RETRO NOTE BOOKS
23192,1,-7.330891,-27.259148,2.4699999999999998,BUNDLE OF 3 ALPHABET EXERCISE BOOKS
23193,1,10.726921,30.816916,2.25,BUFFALO BILL TREASURE BOOK BOX
23194,1,10.729204,30.820389,2.25,GYMKHANA TREASURE BOOK BOX
23196,1,15.166098,17.549948,1.45,VINTAGE LEAF MAGNETIC NOTEPAD
23197,1,8.667348,-28.695684,1.45,SKETCHBOOK MAGNETIC SHOPPING LIST
23198,1,8.88539,-29.012684,1.45,PANTRY MAGNETIC  SHOPPING LIST
23199,1,42.730988,34.294243,1.87,JUMBO BAG APPLES
23200,1,42.733437,34.301308,1.87,JUMBO BAG PEARS
23201,1,42.747353,33.44392,1.95,JUMBO BAG ALPHABET
23202,1,43.321014,38.43188,1.87,JUMBO BAG VINTAGE LEAF
23203,1,43.00103,34.16537,2.08,JUMBO BAG DOILEY PATTERNS
23204,1,67.96902,4.386051,1.24,CHARLOTTE BAG APPLES DESIGN
23205,1,43.28026,38.40756,0.85,CHARLOTTE BAG VINTAGE ALPHABET 
23206,1,68.01318,4.5113277,4.13,LUNCH BAG APPLE DESIGN
23207,1,68.01608,4.5176716,4.54,LUNCH BAG ALPHABET DESIGN
23208,1,68.27526,5.4010153,4.545,LUNCH BAG VINTAGE LEAF DESIGN
23209,1,42.31988,33.549835,1.65,LUNCH BAG DOILEY PATTERN 
23210,1,1.8635713,-0.96009105,1.855,WHITE ROCKING HORSE HAND PAINTED
23211,1,1.8635713,-0.96009105,1.855,RED ROCKING HORSE HAND PAINTED
23212,4,-3.0768805,16.591349,1.25,HEART WREATH DECORATION WITH BELL
23213,4,-3.4769135,16.221582,1.25,STAR WREATH DECORATION WITH BELL
23214,0,-26.801237,25.341497,2.08,JINGLE BELL HEART ANTIQUE GOLD
23215,4,-26.647684,23.829935,2.08,JINGLE BELL HEART ANTIQUE SILVER
23216,0,-26.87069,25.75228,1.155,LAUREL HEART ANTIQUE GOLD
23217,4,-26.71076,22.835743,1.855,LAUREL HEART ANTIQUE SILVER
23218,0,-26.887882,25.86012,1.25,LAUREL STAR ANTIQUE GOLD
23219,1,-26.657999,23.027283,1.855,LAUREL STAR ANTIQUE SILVER 
23220,0,-26.567726,28.230536,0.83,REINDEER HEART DECORATION GOLD
23221,4,-4.77573,12.208847,0.83,REINDEER HEART DECORATION SILVER
23222,0,-24.8627,31.095612,0.83,CHRISTMAS TREE HANGING GOLD
23223,4,3.3634098,19.683073,0.83,CHRISTMAS TREE HANGING SILVER 
23224,0,-26.567726,28.230536,0.83,CHERUB HEART DECORATION GOLD
23225,4,-4.7758594,12.208938,0.83,CHERUB HEART DECORATION SILVER 
23226,4,-15.452784,13.787046,1.25,FILIGREE HEART DAISY WHITE
23227,4,-52.45921,21.412128,1.25,FILIGREE HEART BUTTERFLY WHITE 
23228,4,10.655017,3.5330544,1.25,FILIGREE HEART BIRD WHITE 
23229,1,15.410739,16.885021,3.5700000000000003,VINTAGE DONKEY TAIL GAME 
23230,1,68.18707,19.622505,0.36,WRAP ALPHABET DESIGN
23231,1,68.187744,19.624138,0.42,WRAP DOILEY DESIGN
23232,1,68.45572,19.6029,0.36,WRAP VINTAGE LEAF DESIGN
23233,1,68.18758,19.624441,0.36,WRAP POPPIES  DESIGN
23234,1,-58.820377,-13.798855,2.89,BISCUIT TIN VINTAGE CHRISTMAS
23235,1,-59.875282,-13.854414,2.6900000000000004,STORAGE TIN VINTAGE LEAF
23236,1,-59.25593,-16.475286,2.89,DOILEY STORAGE TIN
23237,1,-60.909992,-16.7473,4.15,SET OF 4 KNICK KNACK TINS LEAF
23238,1,-60.98937,-16.6143,6.22,SET OF 4 KNICK KNACK TINS LONDON 
23239,1,-60.89891,-16.765297,3.95,SET OF 4 KNICK KNACK TINS POPPIES
23240,1,-60.909992,-16.7473,4.15,SET OF 4 KNICK KNACK TINS DOILEY 
23241,1,-59.50765,-18.385756,2.08,TREASURE TIN GYMKHANA DESIGN
23242,1,-59.10581,-16.59588,2.08,TREASURE TIN BUFFALO BILL 
23243,1,-62.335934,-17.178286,5.06,SET OF TEA COFFEE SUGAR TINS PANTRY
23244,1,-63.575535,-5.3301044,1.95,ROUND STORAGE TIN VINTAGE LEAF
23245,1,-60.97981,-18.800707,5.37,SET OF 3 REGENCY CAKE TINS
23247,1,-58.3694,-14.385917,2.89,BISCUIT TIN 50'S CHRISTMAS
23249,1,16.239891,-0.02262088,1.65,VINTAGE RED ENAMEL TRIM PLATE
23250,1,-29.973776,-12.865108,1.25,VINTAGE RED TRIM ENAMEL BOWL 
23251,1,-28.803038,-12.773346,1.25,VINTAGE RED ENAMEL TRIM MUG 
23252,1,-29.643446,-12.427276,3.75,VINTAGE RED ENAMEL TRIM JUG 
23253,1,34.819595,17.040258,15.95,16 PIECE CUTLERY SET PANTRY DESIGN
23254,1,52.437588,-2.902524,4.15,CHILDRENS CUTLERY DOLLY GIRL 
23255,1,46.69251,-3.0833917,4.15,CHILDRENS CUTLERY CIRCUS PARADE
23256,1,46.69251,-3.0833917,4.15,CHILDRENS CUTLERY SPACEBOY 
23263,4,-1.7938751,-6.5939865,1.855,SET OF 3 WOODEN HEART DECORATIONS
23264,1,-1.7983181,-6.779883,1.855,SET OF 3 WOODEN SLEIGH DECORATIONS
23265,1,-0.9925261,-6.8052926,1.855,SET OF 3 WOODEN TREE DECORATIONS
23266,1,-1.7983181,-6.779883,1.855,SET OF 3 WOODEN STOCKING DECORATION
23267,1,19.898922,23.028448,1.25,SET OF 4 SANTA PLACE SETTINGS
23268,1,18.250391,4.5675726,1.45,SET OF 2 CERAMIC CHRISTMAS REINDEER
23269,1,7.5436797,16.90303,1.45,SET OF 2 CERAMIC CHRISTMAS TREES
23270,4,2.9891808,-1.4307252,1.45,SET OF 2 CERAMIC PAINTED HEARTS 
23271,1,-12.426794,43.796505,0.83,CHRISTMAS TABLE SILVER CANDLE SPIKE
23272,4,3.7271452,21.667677,1.65,TREE T-LIGHT HOLDER WILLIE WINKIE
23273,4,-9.617192,32.014027,1.65,HEART T-LIGHT HOLDER WILLIE WINKIE
23274,4,-7.208319,30.994587,1.65,STAR T-LIGHT HOLDER WILLIE WINKIE
23275,4,-9.186702,13.980007,1.25,SET OF 3 HANGING OWLS OLLIE BEAK
23280,1,-53.39223,19.31728,0.83,FOLDING BUTTERFLY MIRROR HOT PINK 
23281,1,-53.39223,19.31728,0.83,FOLDING BUTTERFLY MIRROR RED  
23282,1,-53.417225,19.13873,0.83,FOLDING BUTTERFLY MIRROR IVORY 
23283,1,15.34522,16.203678,7.95,DOORMAT VINTAGE LEAF
23284,1,-22.088268,-25.07106,7.975,DOORMAT KEEP CALM AND COME IN
23285,1,31.361116,-9.074074,0.9650000000000001,PINK VINTAGE SPOT BEAKER
23286,1,31.361116,-9.074074,0.9650000000000001,BLUE VINTAGE SPOT BEAKER
23287,1,31.362318,-9.074486,0.85,RED VINTAGE SPOT BEAKER
23288,1,31.361116,-9.074074,0.9650000000000001,GREEN VINTAGE SPOT BEAKER
23289,1,52.798077,-2.9692793,1.25,DOLLY GIRL CHILDRENS BOWL
23290,1,48.0001,-5.966066,1.25,SPACEBOY CHILDRENS BOWL
23291,1,53.052814,-3.7380967,1.25,DOLLY GIRL CHILDRENS CUP
23292,1,37.636044,-28.468658,1.25,SPACE BOY CHILDRENS CUP
23293,1,29.020319,-37.49708,1.39,SET OF 12 FAIRY CAKE BAKING CASES
23294,1,20.594284,24.53053,0.83,SET OF 6 SNACK LOAF BAKING CASES
23295,1,19.415552,38.66422,0.83,SET OF 12 MINI LOAF BAKING CASES
23296,1,40.362804,-11.091452,1.25,SET OF 6 TEA TIME BAKING CASES
23297,4,-17.69208,15.956069,1.65,SET 40 HEART SHAPE PETIT FOUR CASES
23298,1,-14.427979,-17.182009,4.95,SPOTTY BUNTING
23299,1,-11.230752,-38.738205,3.75,FOOD COVER WITH BEADS SET 2 
23300,3,35.22621,-24.499289,1.65,GARDENERS KNEELING PAD CUP OF TEA 
23301,3,7.4836392,-42.56577,2.4699999999999998,GARDENERS KNEELING PAD KEEP CALM 
23302,1,65.70991,-0.6460522,1.45,KNEELING MAT HOUSEWORK  DESIGN
23303,1,35.020798,17.222305,1.95,SET 4 PICNIC CUTLERY FONDANT
23304,1,35.020798,17.222305,1.95,SET 4 PICNIC CUTLERY CHERRY 
23305,1,35.020798,17.222305,1.95,SET 4 PICNIC CUTLERY BLUEBERRY
23306,1,67.70065,-1.4544424,1.45,SET OF 36 DOILIES PANTRY DESIGN
23307,1,69.26911,-0.43866044,0.55,SET OF 60 PANTRY DESIGN CAKE CASES 
23308,1,15.583217,10.40016,0.55,SET OF 60 VINTAGE LEAF CAKE CASES 
23309,1,27.92841,34.897636,0.9,SET OF 60 I LOVE LONDON CAKE CASES 
23310,1,19.811115,-24.038942,0.42,BUBBLEGUM RING ASSORTED
23311,1,10.984772,12.980692,3.755,VINTAGE CHRISTMAS STOCKING 
23312,1,35.977955,28.844664,6.22,VINTAGE CHRISTMAS GIFT SACK
23313,1,10.991024,12.986057,7.869999999999999,VINTAGE CHRISTMAS BUNTING
23314,1,11.003839,12.995122,12.5,VINTAGE CHRISTMAS TABLECLOTH
23315,1,-74.54703,-7.382615,9.95,IVORY REFECTORY CLOCK
23316,1,-74.89575,-5.413201,9.95,RED REFECTORY CLOCK 
23317,1,-74.89575,-5.413201,9.95,BLUE REFECTORY CLOCK 
23318,1,18.155594,40.23326,3.725,BOX OF 6 MINI VINTAGE CRACKERS
23319,1,18.38259,40.098427,3.725,BOX OF 6 MINI 50'S CRACKERS
23320,1,8.286553,11.760984,2.6900000000000004,GIANT 50'S CHRISTMAS CRACKER
23321,4,-12.441063,19.082508,1.65,SMALL WHITE HEART OF WICKER
23322,4,-20.4565,7.7237267,3.12,LARGE WHITE HEART OF WICKER
23323,1,3.946227,6.6577287,2.1,WHITE WICKER STAR 
23324,1,-20.913595,6.400767,2.08,RUSTIC STRAWBERRY JAM POT LARGE 
23325,1,-11.326306,20.36207,1.65,RUSTIC STRAWBERRY JAM POT SMALL
23326,4,25.378279,-14.434336,0.5900000000000001,HANGING MINI COLOURED BOTTLES
23327,4,25.355152,-14.388341,0.63,HANGING CLEAR MINI BOTTLE
23328,1,17.292011,-33.35176,5.23,SET 6 SCHOOL MILK BOTTLES IN CRATE
23329,4,-19.83071,8.334319,2.4699999999999998,DECORATIVE WICKER HEART LARGE
23330,4,-4.785761,9.761928,1.25,DECORATIVE WICKER HEART MEDIUM
23331,4,-12.287581,17.910072,0.63,DECORATIVE WICKER HEART SMALL
23332,4,-23.916622,11.6775875,2.4699999999999998,IVORY WICKER HEART LARGE
23333,4,-25.710978,13.198573,1.25,IVORY WICKER HEART MEDIUM
23334,4,-24.125168,14.07428,0.63,IVORY WICKER HEART SMALL
23335,1,-26.52192,11.077459,2.08,EGG FRYING PAN IVORY 
23336,1,1.7243222,-15.279897,3.105,EGG FRYING PAN PINK 
23337,1,1.7243222,-15.279896,3.105,EGG FRYING PAN MINT 
23338,1,1.8041916,-15.313751,2.08,EGG FRYING PAN RED 
23339,1,1.7243222,-15.279896,3.105,EGG FRYING PAN BLUE 
23340,1,12.774093,11.804594,1.65,VINTAGE CHRISTMAS CAKE FRILL
23341,1,-77.92195,-7.2516885,8.5,PINK DINER WALL CLOCK
23342,1,-77.92195,-7.2516885,8.5,MINT DINER WALL CLOCK
23343,1,41.324623,37.87414,2.27,JUMBO BAG VINTAGE CHRISTMAS 
23344,1,41.069714,37.67063,2.08,JUMBO BAG 50'S CHRISTMAS 
23345,1,55.17237,-1.0677155,1.25, DOLLY GIRL BEAKER
23346,1,9.691854,-20.829725,1.25,SPACEBOY BEAKER
23347,1,27.015236,35.29151,1.25,I LOVE LONDON BEAKER
23348,1,48.744564,-5.9132023,2.08,CHILDRENS TOY COOKING UTENSIL SET
23349,1,68.967064,23.495895,1.25,ROLL WRAP VINTAGE CHRISTMAS
23350,1,32.094448,-9.380909,1.25,ROLL WRAP VINTAGE SPOT 
23351,1,68.60286,23.453604,1.855,ROLL WRAP 50'S CHRISTMAS
23352,1,68.60286,23.453602,1.855,ROLL WRAP 50'S RED CHRISTMAS 
23353,1,35.99317,28.877857,0.83,6 GIFT TAGS VINTAGE CHRISTMAS 
23354,1,36.158077,28.622936,1.23,6 GIFT TAGS 50'S CHRISTMAS 
23355,1,20.037552,-45.62999,9.54,HOT WATER BOTTLE KEEP CALM
23356,1,19.462296,-46.872105,8.37,LOVE HOT WATER BOTTLE
23357,1,19.888197,-45.176674,5.37,HOT WATER BOTTLE SEX BOMB
23358,1,19.829086,-45.12289,4.77,HOT STUFF HOT WATER BOTTLE
23359,4,-4.8052464,37.956852,1.95,SET OF 12 T-LIGHTS VINTAGE DOILY
23360,1,-2.965308,49.965763,1.95,SET 8 CANDLES VINTAGE DOILY
23365,1,28.960175,-17.1627,0.65,SET 12 COLOUR PENCILS LOVE LONDON
23366,1,26.87264,-18.619701,0.65,SET 12 COLOURING PENCILS DOILY
23367,1,26.883684,-18.623356,0.95,SET 12 COLOUR PENCILS SPACEBOY 
23368,1,53.79626,-0.5032297,0.65,SET 12 COLOUR PENCILS DOLLY GIRL 
23369,1,28.959993,-17.16303,1.855,SET 36 COLOUR PENCILS LOVE LONDON
23370,1,26.892977,-18.624805,1.25,SET 36 COLOURING PENCILS DOILY
23371,1,26.90737,-18.62475,1.855,SET 36 COLOUR PENCILS SPACEBOY 
23372,1,53.797897,-0.50487846,1.25,SET 36 COLOUR PENCILS DOLLY GIRL
23373,1,36.39028,30.363213,0.82,VINTAGE CHRISTMAS PAPER GIFT BAG
23374,1,31.800856,-6.842671,0.82,RED SPOT PAPER GIFT BAG
23375,1,36.413826,30.362955,0.82,50'S CHRISTMAS PAPER GIFT BAG
23376,1,45.79985,19.947458,0.61,PACK OF 12 VINTAGE CHRISTMAS TISSUE
23377,1,54.839527,-0.6642829,0.61,PACK OF 12 DOLLY GIRL TISSUES
23378,1,46.539314,20.330938,0.61,PACK OF 12 50'S CHRISTMAS TISSUES
23379,1,47.63433,18.489996,0.39,PACK OF 12 RED APPLE TISSUES
23380,1,45.805653,19.014488,0.39,PACK OF 12 VINTAGE DOILY TISSUES
23381,1,45.805412,19.014727,0.39,PACK OF 12 VINTAGE LEAF TISSUES 
23382,1,-0.06472876,9.839059,3.75,BOX OF 6 CHRISTMAS CAKE DECORATIONS
23388,1,19.613039,39.342037,4.15,WOODLAND MINI BACKPACK
23389,1,19.613039,39.342037,4.15,SPACEBOY MINI BACKPACK
23390,1,55.55385,0.28367987,4.15,DOLLY GIRL MINI BACKPACK
23391,1,23.623915,36.776314,4.15, I LOVE LONDON MINI BACKPACK
23392,1,-3.4697397,-33.05943,2.08,SPACEBOY ROCKET LOLLY MAKERS
23393,1,-21.94849,-40.176212,7.27,HOME SWEET HOME CUSHION COVER 
23394,1,-2.858926,-67.72712,7.27,POSTE FRANCE CUSHION COVER
23395,1,-2.716331,-65.87611,3.75,BELLE JARDINIERE CUSHION COVER
23396,1,-3.553451,-68.01304,3.75,LE JARDIN BOTANIQUE CUSHION COVER
23397,1,-22.226032,-38.767776,9.955,FOOT STOOL HOME SWEET HOME 
23398,4,-10.435523,13.377299,0.85,HANGING HEART BONHEUR
23399,4,-22.257465,-38.11482,0.85,HOME SWEET HOME HANGING HEART
23400,1,-20.863045,-39.349354,5.39,SHELF WITH 4 HOOKS HOME SWEET HOME
23401,4,-58.1031,9.015496,5.82,RUSTIC MIRROR WITH LACE HEART
23402,1,-22.208643,-38.768402,3.75,HOME SWEET HOME 3 PEG HANGER 
23403,4,-22.92418,-37.814415,3.25,LETTER HOLDER HOME SWEET HOME
23404,1,-22.210003,-38.765747,4.550000000000001,HOME SWEET HOME BLACKBOARD
23405,1,-21.049496,-38.29546,4.95,HOME SWEET HOME 2 DRAWER CABINET
23406,4,-23.389568,-38.287914,5.82,HOME SWEET HOME KEY HOLDER
23407,1,-22.637835,-39.782696,9.95,SET OF 2 TRAYS HOME SWEET HOME
23408,1,-44.824684,-35.037178,2.08,PHOTO FRAME LINEN AND LACE SMALL
23409,1,-43.387466,-36.279892,3.75,PHOTO FRAME LINEN AND LACE LARGE
23410,1,-20.25093,-24.127016,7.6,CURIO CABINET LINEN AND LACE 
23411,1,-14.430548,-17.180613,4.95, TRELLIS COAT RACK
23412,4,-28.30196,22.063486,7.075,HEART MIRROR ANTIQUE WHITE
23413,1,11.059767,25.788874,4.95,DECORATIVE VINTAGE COFFEE  BOX
23414,1,-27.007303,-49.736954,9.95,ZINC BOX SIGN HOME
23415,1,-20.855331,-39.353905,1.65,HOME SWEET HOME HOOK
23416,1,0.0970231,-48.006077,1.65,CHAMBRE HOOK
23417,1,0.0970231,-48.006077,1.65,BATHROOM HOOK
23418,1,17.269278,-33.33426,2.08,LAVENDER TOILETTE BOTTLE
23419,1,-21.729916,-37.890224,2.08,HOME SWEET HOME BOTTLE 
23420,1,0.4588595,-46.919716,3.105,PANTRY HOOK TEA STRAINER 
23421,1,0.079878934,-47.959095,3.105,PANTRY HOOK SPATULA
23422,1,0.07987817,-47.959095,3.105,PANTRY HOOK BALLOON WHISK 
23423,1,0.07003604,-47.878223,5.605,PANTRY 3 HOOK ROLLING PIN HANGER
23424,1,11.463121,30.250517,4.95,GINGHAM RECIPE BOOK BOX
23425,1,-22.85362,-38.754875,2.49,STORAGE TIN HOME SWEET HOME
23426,1,-25.400515,-54.680164,2.49,METAL SIGN DROP YOUR PANTS
23427,1,-22.230963,-38.777233,12.5,STOOL HOME SWEET HOME 
23428,1,-75.91413,-8.101046,8.15,IVORY RETRO KITCHEN WALL CLOCK
23429,1,-77.53151,-7.5228224,12.39,RED RETRO KITCHEN WALL CLOCK
23430,1,-77.53151,-7.5228224,12.39,BLUE RETRO KITCHEN WALL CLOCK
23431,4,-10.435151,13.377179,0.83,NATURAL HANGING QUILTED HEARTS 
23432,4,-10.435224,13.37708,0.83,PRETTY HANGING QUILTED HEARTS
23433,4,-9.307771,13.945659,0.83,HANGING QUILTED PATCHWORK APPLES
23434,1,-20.133581,-81.57342,0.83,3 RAFFIA RIBBONS 50'S CHRISTMAS 
23435,1,-20.74095,-81.14494,1.455,3 RAFFIA RIBBONS VINTAGE CHRISTMAS
23436,1,37.825985,29.989534,1.25,VINTAGE CHRISTMAS GIFT BAG LARGE 
23437,1,37.908207,29.907873,1.25, 50'S CHRISTMAS GIFT BAG LARGE
23438,1,31.74142,-6.843684,1.25, RED SPOT GIFT BAG LARGE
23439,4,26.482151,34.544666,3.115,HAND WARMER RED LOVE HEART
23440,1,0.7738156,-1.6547587,1.935,PAINT YOUR OWN EGGS IN CRATE
23441,4,-47.461582,-15.266421,0.42,HAND PAINTED HANGING EASTER EGG
23442,4,0.6169698,-1.7433352,2.08,12 HANGING EGGS HAND PAINTED
23444,1,-33.322243,-23.976479,22.5,Next Day Carriage
23445,1,-4.2703905,-16.972225,0.83,ICE CREAM BUBBLES
23446,1,-45.976265,-16.409317,1.5499999999999998,BLUE BUNNY EASTER EGG BASKET
23447,1,-45.976265,-16.409317,1.5499999999999998,PINK BUNNY EASTER EGG BASKET
23448,1,-45.339764,-15.628966,1.65,CREAM BUNNY EASTER EGG BASKET
23449,1,-47.745567,-19.43258,1.25,SET OF 6 EASTER RAINBOW CHICKS
23451,1,-1.3002982,-25.310871,1.95,SQUARE MINI PORTRAIT FRAME
23452,4,-1.2988299,-25.296274,1.95,HEART MINI PORTRAIT FRAME
23453,1,-1.3002982,-25.310871,1.95,OVAL  MINI PORTRAIT FRAME
23454,4,19.564959,37.87041,4.15,SET OF 3 MINI HANGING PORTRAITS
23455,1,-30.512213,-32.280468,2.6900000000000004,SMALL PARLOUR FRAME
23456,1,-30.434687,-33.083847,3.95,MEDIUM PARLOUR FRAME 
23457,1,-31.315678,-32.779068,4.95,LARGE PARLOUR PICTURE FRAME
23458,1,-15.902443,-47.466217,14.95,DOLLY CABINET 3 DRAWERS 
23459,1,-15.901757,-47.46644,12.5,DOLLY CABINET 2 DRAWERS 
23460,1,-34.485912,-4.8798404,8.895,SWEETHEART WALL TIDY 
23461,1,10.845005,3.301385,3.95,SWEETHEART BIRD HOUSE
23462,1,-55.48096,7.5140877,19.95,ROCOCO WALL MIRROR WHITE
23463,1,15.20827,-41.148174,14.975,VINTAGE ZINC WATERING CAN
23464,4,15.208913,-41.12705,7.475,VINTAGE ZINC WATERING CAN SMALL
23465,1,10.838343,3.3666017,8.25,TUSCAN VILLA BIRD FEEDER
23466,1,10.838343,3.3666017,8.25,TUSCAN VILLA DOVECOTE BIRD FEEDER
23467,4,-13.565686,2.802235,4.77,VINTAGE ZINC PLANTER  
23468,1,10.838343,3.3666017,8.25,TUSCAN VILLA BIRD TABLE 
23469,4,4.885531,40.26062,4.15,CARD HOLDER LOVE BIRD SMALL
23470,4,4.9072795,40.26646,6.25,CARD HOLDER LOVE BIRD LARGE 
23471,1,-13.696197,-47.442154,9.95,SIX DRAWER OFFICE TIDY
23472,1,-13.770161,-47.33562,14.95, NINE DRAWER OFFICE TIDY
23473,4,-43.13738,-9.504986,0.83,WOODLAND SMALL RED FELT HEART
23474,4,-43.137905,-9.50521,1.23,WOODLAND SMALL BLUE FELT HEART
23475,4,-43.137905,-9.50521,1.23,WOODLAND SMALL PINK FELT HEART
23476,4,-42.36563,-8.388331,1.855,WOODLAND LARGE RED FELT HEART
23477,4,-42.36563,-8.388331,1.855,WOODLAND LARGE BLUE FELT HEART
23478,4,-42.365536,-8.389476,1.25,WOODLAND LARGE PINK FELT HEART
23479,1,1.5888102,-15.368412,7.4,WIRE EGG BASKET 
23480,1,-46.21101,-48.86516,3.75,MINI LIGHTS WOODLAND MUSHROOMS
23481,4,-24.128153,14.071063,1.25,PEARLISED IVORY HEART SMALL 
23482,4,-23.914413,11.676265,1.65,PEARLISED IVORY HEART LARGE 
23483,4,-54.779217,23.399307,1.25,HANGING  BUTTERFLY T-LIGHT HOLDER
23484,4,-9.618459,32.009777,2.89,HEART TRELLIS TRIPLE T-LIGHT HOLDER
23485,3,-77.8577,-8.487543,22.9,BOTANICAL GARDENS WALL CLOCK 
23486,4,-27.648367,21.727867,15.6,ANTIQUE HEART SHELF UNIT
23487,4,15.295891,8.782862,9.95,SWEET HEART CAKE CARRIER
23489,4,-1.3893468,14.669004,2.89,VINTAGE BELLS GARLAND
23490,4,4.181283,39.591866,3.75,T-LIGHT HOLDER HANGING LOVE BIRD
23491,4,-2.9782615,17.455803,12.44,VINTAGE JINGLE BELLS HEART
23492,1,-2.9012206,17.544598,12.44,VINTAGE JINGLE BELLS WREATH
23493,1,15.402601,16.963408,3.29,VINTAGE DOILY TRAVEL SEWING KIT
23494,1,14.943969,16.014807,9.205,VINTAGE DOILY DELUXE SEWING KIT 
23495,1,-2.7672815,-7.839427,1.855,SET OF 3 PANTRY WOODEN SPOONS
23496,1,-0.9297877,-33.493576,1.855,PANTRY KITCHEN THERMOMETER 
23497,4,-2.8910255,17.56797,1.415,CLASSIC CHROME BICYCLE BELL 
23498,1,9.0927725,-28.554455,1.415,CLASSIC BICYCLE CLIPS 
23499,1,17.367401,18.397425,0.83,SET 12 VINTAGE DOILY CHALK 
